timestamp,source,fund_date,nav
202503011101,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503011107,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503020055,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503020116,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503020132,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503020338,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503020410,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503020417,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503020430,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503020532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503022334,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503030533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250228,927.0
202503040532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250303,910.0
202503050532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250304,983.0
202503060532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250305,1010.0
202503070532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250306,957.0
202503080527,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250307,1058.0
202503090526,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250307,1058.0
202503100528,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250307,1058.0
202503110532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250310,1001.0
202503120532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250311,1113.0
202503130532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250312,1119.0
202503140532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250313,1063.0
202503150531,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250314,1111.0
202503160530,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250314,1111.0
202503170532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250314,1111.0
202503180532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250317,1012.0
202503190532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250318,979.0
202503200533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250319,1006.0
202503210532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250319,1006.0
202503220532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250321,949.0
202503230531,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250321,949.0
202503240533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250321,949.0
202503250533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250324,955.0
202503260533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250325,898.0
202503270533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250326,900.0
202503280534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250327,932.0
202503290531,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250328,940.0
202503300531,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250328,940.0
202503310534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250328,940.0
202504010534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250331,1018.0
202504020534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250401,1014.0
202504030533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250402,1016.0
202504040533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250403,973.0
202504050533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250404,1208.0
202504060532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250404,1208.0
202504070534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250404,1208.0
202504080533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250407,1450.0
202504090533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250408,1472.0
202504100533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250409,1649.0
202504110535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250410,1298.0
202504120531,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250411,1526.0
202504130537,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250411,1526.0
202504140534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250411,1526.0
202504150534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250414,1473.0
202504160534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250415,1305.0
202504170534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250416,1288.0
202504180533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250417,1391.0
202504190533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250418,1345.0
202504200533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250418,1345.0
202504210535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250418,1345.0
202504220534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250421,1333.0
202504230534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250422,1416.0
202504240534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250423,1333.0
202504250533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250424,1287.0
202504260533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250425,1244.0
202504270533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250425,1244.0
202504280546,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250425,1244.0
202504290534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250428,1198.0
202504300534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250428,1198.0
202505010535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250430,1183.0
202505020534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250501,1216.0
202505030534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250502,1221.0
202505040533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250502,1221.0
202505050535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250502,1221.0
202505060534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250502,1221.0
202505070535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250502,1221.0
202505080535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250507,1216.0
202505090534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250508,1187.0
202505100532,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250509,1161.0
202505110534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250509,1161.0
202505120535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250509,1161.0
202505130535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250512,1152.0
202505140535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250513,1012.0
202505150534,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250514,1003.0
202505160535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250515,1018.0
202505170533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250516,992.0
202505180533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250516,992.0
202505190535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250516,992.0
202505200535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250519,986.0
202505210535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250520,1001.0
202505220535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250521,986.0
202505230535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250522,1043.0
202505240533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250523,1039.0
202505250533,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250523,1039.0
202505260536,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250523,1039.0
202505270535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250526,1100.0
202505280535,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250527,1097.0
202505290536,https://www.simplexasset.com/etf/eng/etf.html (browser rendered),20250528,995.0
